公司代號,公司名稱,董事會決議日期,買回目的,買回股份總金額上限(依最新財報計算之法定上限),預定買回股數,買回價格區間最低,買回價格區間最高,預定買回期間起,預定買回期間迄,是否執行完畢,本次已買回股數(空白為尚在執行中),本次執行完畢已註銷或轉讓股數,本次已買回股數佔預定買回股數比例(%)(空白為尚在執行中),本次已買回總金額(空白為尚在執行中),本次平均每股買回價格(空白為尚在執行中),本次買回股數佔公司已發行股份總數比例(%)(空白為尚在執行中),本次未執行完畢之原因
8050,廣積,107/04/20,1,1452147024.0,2000000.0,43.0,60.00,2018-04-23,2018-06-22,Y,515000.0,,25.75,23484290.0,45.60,0.42,執行期間因股價上下波動，限時、限價、限量交易等因素，致部份買單未能撮合成交而未能按預定數量全數買回
5481,新華,107/04/27,1,127171000.0,3000000.0,18.0,38.00,2018-04-30,2018-06-26,Y,2854000.0,318480.0,95.13,60224506.0,21.10,3.01,"執行期間因市場價格已趨於穩定,故未執行完畢"
3163,波若威,107/05/03,1,643132790.0,6000000.0,25.0,40.00,2018-05-04,2018-07-03,Y,3782000.0,3782000.0,63.03,143580698.0,37.96,5.09,本公司為維護股東權益並兼顧市場機制，視股價及成交量狀況分批買回，故未執行完畢。
4905,台聯電,107/05/04,3,1550043164.0,1000000.0,48.0,103.50,2018-05-07,2018-07-06,Y,1000000.0,1000000.0,100.0,69218313.0,69.22,2.32,
3483,力致,107/05/07,1,1328618317.0,1000000.0,18.0,37.00,2018-05-08,2018-07-07,Y,1000000.0,1000000.0,100.0,23271628.0,23.27,1.86,
5009,榮剛,107/05/07,1,3758724043.0,10000000.0,18.0,29.65,2018-05-08,2018-07-07,Y,10000000.0,,100.0,190694207.0,19.07,2.14,
3284,太普高,107/05/08,1,288807028.0,2000000.0,12.0,20.00,2018-05-09,2018-07-06,Y,2000000.0,,100.0,33040092.0,16.52,3.57,
6548,長科*,107/05/08,1,4460494000.0,1500000.0,272.5,564.00,2018-05-09,2018-07-08,Y,1094000.0,,72.93,437809094.0,400.19,3.02,為維護股東權益與兼顧市場機制，故本次買回未予執行完畢。
4161,聿新科,107/05/09,1,597444779.0,1200000.0,30.0,61.00,2018-05-10,2018-07-09,Y,1200000.0,,100.0,48648381.0,40.54,2.3,
3324,雙鴻,107/05/10,1,1425752332.0,3000000.0,48.0,106.00,2018-05-11,2018-07-10,Y,734000.0,,24.47,49939189.0,68.04,0.89,為兼顧市場機制，並維護股東權益，本公司視股價變化採分批買回，爰除息作業影響，致庫藏股買回期間縮短，故本次買回本公司股票未執行完畢。
2066,世德,107/05/11,1,590964794.0,2000000.0,51.94,119.48,2018-05-14,2018-06-28,Y,247000.0,,12.35,19435109.0,78.68,0.68,股價回到合理水位
3526,凡甲,107/05/11,3,516882256.0,1000000.0,48.65,99.30,2018-05-12,2018-07-11,Y,811000.0,811000.0,81.1,52274366.0,64.46,1.23,為兼顧市場機制及公司全體股東權益，並考量公司資金運用效益，故未予以執行完畢。
1586,和勤,107/05/23,1,739850000.0,3000000.0,21.0,40.00,2018-05-24,2018-07-23,Y,3000000.0,3000000.0,100.0,114454781.0,38.15,3.96,
8074,鉅橡,107/05/29,1,567048178.0,4000000.0,17.2,38.65,2018-05-30,2018-07-29,Y,2550000.0,,63.75,64498521.0,25.29,3.11,為兼顧市場機制，並維護股東權益，本公司視股價變化採分批買回，故本次庫藏股未能執行完畢。
4735,豪展,107/06/15,1,135877655.0,1400000.0,43.0,55.00,2018-06-19,2018-08-18,Y,847000.0,,60.5,35289986.0,41.66,2.48,因兼顧市場機制、股東權益及考量股價變化，故未予以全部執行完畢。
6568,宏觀,107/06/26,1,868336927.0,500000.0,126.0,136.00,2018-06-29,2018-08-24,Y,0.0,,0.0,0.0,0.00,0.0,因本公司股價在買回期間多未落於預定買回區間價格，故未予以執行完畢。
3594,磐儀,107/06/27,1,689824080.0,600000.0,22.0,30.00,2018-06-28,2018-08-27,Y,512000.0,,85.33,14116687.0,27.57,0.82,為兼顧市場機制，依股價及成交量狀況分批買回，故未執行完畢
4905,台聯電,107/07/03,3,3194762762.0,800000.0,47.0,103.00,2018-07-04,2018-09-03,Y,800000.0,800000.0,100.0,53421776.0,66.78,1.93,
6123,上奇,107/07/11,1,444000101.0,2000000.0,34.0,79.00,2018-07-12,2018-09-11,Y,1888000.0,,94.4,88937532.0,47.11,3.27,"因兼顧市場機制不影響股價,本公司視股價變化及成交量狀況採分批買回,故未能執行完畢。"
1268,漢來美食,107/07/12,1,1238594628.0,500000.0,100.0,165.00,2018-07-13,2018-07-25,Y,500000.0,,100.0,65844513.0,131.69,1.32,
1268,漢來美食,107/07/12,3,1238594628.0,2000000.0,100.0,165.00,2018-07-26,2018-09-12,Y,2000000.0,2000000.0,100.0,275896861.0,137.95,5.26,
8446,華研,107/08/06,3,627131238.0,2000000.0,90.0,150.00,2018-08-08,2018-10-06,Y,1468000.0,1468000.0,73.4,160939412.0,109.63,2.7,基於維護股東權益並兼顧市場機制，本公司視股價變化、成交量狀況及考量資金的有效運用分批買回，故未全數執行完畢。
3297,杭特,107/08/07,1,366088385.0,2000000.0,10.5,21.80,2018-08-08,2018-10-07,Y,790000.0,,39.5,11875637.0,15.03,2.14,為兼顧市場機制及維護股東權益，本公司考量股價變化及成交量狀況，故未執行完畢。
1599,宏佳騰,107/08/09,1,803456349.0,1500000.0,29.0,50.00,2018-08-10,2018-10-09,Y,971000.0,,64.73,36669706.0,37.76,1.57,為維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況，採行分批買回策略，故未執行完畢
3684,榮昌,107/08/23,1,169698487.0,500000.0,25.0,40.00,2018-08-24,2018-10-23,Y,270000.0,,54.0,8143987.0,30.16,1.1,為維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況，採行分批買回策略，故未全數執行完畢。
5245,智晶,107/09/04,3,675673341.0,1000000.0,39.0,92.00,2018-09-05,2018-11-04,Y,536000.0,536000.0,53.6,28186960.0,52.59,1.18,為維護股東權益及兼顧市場機制，並考量公司資金運用效益，故未執行完畢。
4161,聿新科,107/09/11,1,633118955.0,1600000.0,24.0,56.00,2018-09-12,2018-11-10,Y,1389000.0,,86.81,50007617.0,36.00,2.62,為兼顧市場機制，並維護股東權益，本公司視股價變化採分批買回，故本次庫藏股未能執行完畢。
4716,大立,107/09/12,1,102059139.0,1500000.0,15.0,32.00,2018-09-13,2018-11-12,Y,1500000.0,,100.0,29438444.0,19.63,2.0,
6187,萬潤,107/09/12,3,967325913.0,3000000.0,40.0,80.00,2018-09-13,2018-11-11,Y,915000.0,915000.0,30.5,45932399.0,50.20,1.09,為顧及本公司長期資金之規劃及有效運用，故未予以全部執行完畢。
6441,廣錠,107/09/12,1,420071393.0,500000.0,34.5,65.00,2018-09-13,2018-11-12,Y,465000.0,465000.0,93.0,23324852.0,50.16,1.52,為維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況，採行分批買回策略，故未執行完畢
3529,力旺,107/09/13,1,1007012655.0,2500000.0,177.8,400.00,2018-09-14,2018-11-13,Y,1567000.0,,62.68,404237872.0,257.97,2.07,為兼顧市場機制，並維護股東權益，本公司視股價變化採行分批買回策略，故未執行完畢。
6462,神盾,107/09/18,1,1740083168.0,2000000.0,82.0,220.00,2018-09-20,2018-11-18,Y,2000000.0,500000.0,100.0,199864513.0,99.93,2.82,
4905,台聯電,107/09/21,3,3455957414.0,1000000.0,42.0,97.00,2018-09-25,2018-11-24,Y,1000000.0,1000000.0,100.0,57633179.0,57.63,2.41,
4549,桓達,107/09/25,1,849569688.0,500000.0,60.0,120.00,2018-09-26,2018-11-25,Y,500000.0,,100.0,36973121.0,73.95,1.24,
5310,天剛,107/09/25,1,85415191.0,1000000.0,55.0,80.00,2018-09-26,2018-11-25,Y,1000000.0,,100.0,59888489.0,59.89,2.02,
3455,由田,107/09/26,3,1166343823.0,3000000.0,40.0,70.00,2018-09-27,2018-11-26,Y,1618000.0,,53.93,82555093.0,51.02,2.63,基於資金有效運用及維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況予以適度買回，故未執行完畢。
5230,雷笛克光學,107/09/26,3,830655123.0,1000000.0,22.0,49.00,2018-09-27,2018-11-26,Y,1000000.0,1000000.0,100.0,29025950.0,29.03,1.92,
6016,康和證,107/09/26,3,987784659.0,20000000.0,7.0,10.00,2018-09-27,2018-11-26,Y,20000000.0,20000000.0,100.0,149885972.0,7.49,3.26,
6015,宏遠證,107/09/27,3,628454755.0,8232000.0,5.0,9.00,2018-09-28,2018-11-27,Y,5732000.0,5732000.0,69.63,35569912.0,6.21,1.56,為兼顧市場機制，並維護股東權益，本公司視股價變化採分批買回，故本次買回庫藏股數量未達預定買回數量。
4745,合富-KY,107/09/28,3,1234174283.0,2000000.0,29.16,60.00,2018-10-01,2018-11-30,Y,2000000.0,2000000.0,100.0,90752730.0,45.38,3.15,
3490,單井,107/10/03,1,905122880.0,1500000.0,15.0,25.00,2018-10-04,2018-12-03,Y,1350000.0,1350000.0,90.0,23220743.0,17.20,2.0,本公司視股價變化採取分批買回策略，為兼顧市場機制及維護全體股東權益，因而未依原預定數量全數買回。
6125,廣運,107/10/03,1,824685704.0,5000000.0,10.0,14.00,2018-10-04,2018-12-03,Y,2778000.0,2778000.0,55.56,26281613.0,9.46,1.12,基於資金有效運用及維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況予以適度買回，故未執行完畢。
1586,和勤,107/10/11,1,822100423.0,3000000.0,23.8,57.81,2018-10-12,2018-12-11,Y,3000000.0,2245000.0,100.0,111305062.0,37.10,3.92,
3680,家登,107/10/11,1,595841000.0,4000000.0,25.0,35.00,2018-10-12,2018-12-11,Y,1362000.0,1362000.0,34.05,43500170.0,31.94,1.93,"本公司累計買回1,362,000股，達申報買回期間成交總量之29%，考量交易期間股價已趨於穩定，為兼顧市場機制不影響股價，故本次並未執行完畢。"
4966,譜瑞-KY,107/10/12,1,7098154388.0,500000.0,282.5,677.00,2018-10-12,2018-12-11,Y,500000.0,500000.0,100.0,203450340.0,406.90,0.63,
3526,凡甲,107/10/15,3,666352605.0,1000000.0,32.0,68.00,2018-10-16,2018-12-14,Y,726000.0,726000.0,72.6,35644509.0,49.10,1.12,為兼顧市場機制及公司全體股東權益，並考量公司資金運用之效益，故未予以執行完畢。
3567,逸昌,107/10/16,3,163300960.0,1500000.0,18.0,27.00,2018-10-17,2018-12-16,Y,1347000.0,1347000.0,89.8,34623544.0,25.70,3.8,為兼顧市場機制不影響股價，本公司視股價變化及成交量狀況採行分批買回策略，由於執行後期股價已超過買回上限，故未執行完畢。
3594,磐儀,107/10/16,1,699146000.0,1000000.0,20.0,30.00,2018-10-17,2018-12-16,Y,661000.0,,66.1,13677557.0,20.69,1.05,為兼顧市場機制，依股價及成交量狀況分批買回，故未執行完畢
8027,鈦昇,107/10/18,1,365718165.0,1000000.0,26.0,47.00,2018-10-19,2018-11-18,Y,991000.0,,99.1,28727061.0,28.99,1.25,考量市場機制，公司視股價變化、成交量狀況及資金的有效運用分批買回，故未全數執行完畢。
8027,鈦昇,107/10/18,3,365718165.0,1000000.0,26.0,47.00,2018-11-19,2018-12-18,Y,814000.0,814000.0,81.4,24202466.0,29.73,1.02,考量市場機制，公司視股價變化、成交量狀況及資金的有效運用分批買回，故未全數執行完畢。
8076,伍豐,107/10/18,1,2455386179.0,6000000.0,28.0,50.00,2018-10-19,2018-12-17,Y,3150000.0,,52.5,113518700.0,36.04,1.22,"因執行期間股價回穩,為綜合考量股東及員工權益,故未完全執行完畢"
1595,川寶,107/10/19,1,1839967899.0,1000000.0,40.0,55.00,2018-10-19,2018-12-18,Y,222000.0,,22.2,10480048.0,47.21,0.47,考量市場機制，公司視股價變化、成交量狀況及資金的有效運用分批買回，故未全數執行完畢。
3303,岱稜,107/10/19,1,701345244.0,2000000.0,14.0,25.00,2018-10-22,2018-12-18,Y,1999000.0,,99.95,37880376.0,18.95,2.08,為兼顧市場機制，並維護股東權益，本公司視股價變化採分批買回，故本次庫藏股未能執行完畢。
2726,雅茗-KY,107/10/22,1,316359278.0,1000000.0,35.0,80.00,2018-10-22,2018-12-21,Y,414000.0,189000.0,41.4,20780571.0,50.19,1.18,因買回期間成交量小，為兼顧市場機制不影響股價，公司視股價變化及成交量狀況採行分批買回策略，故本次買回庫藏股未能執行完畢。
6426,統新,107/10/22,1,412838544.0,500000.0,30.0,65.00,2018-10-23,2018-12-22,Y,248000.0,,49.6,11466145.0,46.23,0.74,本公司視股價變化於價格區間內採取分批買回策略，後因股價上揚超過買回價格上限，故未能執行完畢。
6158,禾昌,107/10/30,1,1403034735.0,2000000.0,15.0,30.00,2018-10-31,2018-11-25,Y,1600000.0,1600000.0,80.0,37603574.0,23.50,1.46,本公司視股價變化於價格區間內取分批買回，故未執行完畢。
6158,禾昌,107/10/30,3,1403034735.0,4000000.0,15.0,30.00,2018-11-26,2018-12-30,Y,4000000.0,4000000.0,100.0,94571829.0,23.64,3.63,
6488,環球晶,107/10/30,1,32329299624.0,4000000.0,250.0,300.00,2018-10-31,2018-12-28,Y,2013000.0,,50.33,576778850.0,286.53,0.46,為兼顧市場機制不影響股價及顧及本公司資金之規劃及有效運用，故未予以執行完畢。
8111,立碁,107/10/30,3,92252154.0,3000000.0,6.0,14.00,2018-10-31,2018-12-30,Y,3000000.0,3000000.0,100.0,30379205.0,10.13,2.56,
4153,鈺緯,107/10/31,1,500999316.0,2000000.0,17.92,44.10,2018-11-01,2018-12-30,Y,2000000.0,,100.0,61300933.0,30.65,2.69,
1752,南光,107/11/01,1,1030423862.0,1250000.0,23.0,45.00,2018-11-02,2019-01-01,Y,915000.0,915000.0,73.2,27156269.0,29.68,0.91,
3163,波若威,107/11/01,1,803431336.0,3000000.0,22.0,40.00,2018-11-02,2019-01-01,Y,3000000.0,3000000.0,100.0,106109465.0,35.37,3.98,
4542,科嶠,107/11/01,1,249978377.0,800000.0,15.0,32.00,2018-11-02,2019-01-01,Y,284000.0,,35.5,6574151.0,23.15,1.0,因兼顧市場機制不影響股價，本公司視股價變化及成交量狀況採分批買回，故未能執行完畢。
8942,森鉅,107/11/05,1,4831075000.0,5000000.0,50.0,90.00,2018-11-06,2019-01-05,Y,1911000.0,,38.22,125300019.0,65.57,1.15,
4905,台聯電,107/11/06,3,3455957414.0,1600000.0,40.5,86.50,2018-11-07,2019-01-06,Y,1600000.0,1600000.0,100.0,103341666.0,64.59,3.85,
8930,青鋼,107/11/06,1,316526240.0,3000000.0,8.0,18.00,2018-11-07,2019-01-04,Y,1594000.0,,53.13,19670060.0,12.34,2.0,為顧及股東權益並考量公司資金之有效運用，故未全數執行。
6494,九齊,107/11/07,1,286248631.0,500000.0,22.0,33.00,2018-11-08,2019-01-07,Y,322000.0,322000.0,64.4,9126796.0,28.34,1.02,基於維護股東權益並兼顧市場機制，公司視股價變化、成交量狀況及考量資金之有效運用，故未全數執行完畢。
3323,加百裕,107/11/08,3,1392396959.0,4000000.0,22.12,50.96,2018-11-09,2019-01-08,Y,1097000.0,1097000.0,27.43,36994076.0,33.72,1.26,基於資金有效運用及兼顧市場機制不影響股價，本公司視股價波動及成交量變化狀況予以分批買回，故未執行完畢
3540,曜越,107/11/08,1,737892834.0,5000000.0,18.0,35.00,2018-11-08,2019-01-07,Y,291000.0,,5.82,7124071.0,24.48,0.44,為維護股東權益與兼顧市場機制，本公司視股價變化及成交量狀況分批買回，故未能執行完畢。
3581,博磊,107/11/08,3,209418000.0,1500000.0,9.77,15.00,2018-11-09,2019-01-08,Y,770000.0,770000.0,51.33,11472121.0,14.90,1.49,係因市場成交量少，故我司未能如預期於價格區間內買回預定的數量。
3685,元創精密,107/11/08,1,134824747.0,500000.0,28.95,45.15,2018-11-09,2019-01-08,Y,416000.0,,83.2,17886779.0,43.00,0.52,本公司為兼顧市場機制及維護全體股東權益，視股價變化及成交量狀況採分批買回策略，因而未依原預定數量完全執行完畢。
5425,台半,107/11/08,1,2600318705.0,2000000.0,45.0,74.00,2018-11-09,2019-01-08,Y,1600000.0,,80.0,85481307.0,53.43,0.66,"為兼顧市場交易機制及維護全體股東權益，並考量公司整體資金的有效運用，故本次買回庫藏股僅買回1,600,000股，餘400,000股未能執行。執行率為80%。"
6180,橘子,107/11/08,1,2195776543.0,14000000.0,50.0,90.00,2018-11-09,2019-01-08,Y,0.0,,0.0,0.0,0.00,0.0,預定買回期間股價已穩定，為維護股東權益兼顧市場機制，並考量資金運用效益及員工認股意願，故未執行完畢
8176,智捷,107/11/08,1,50634601.0,1500000.0,8.0,11.00,2018-11-09,2019-01-08,Y,799000.0,,53.27,8459880.0,10.59,1.1,為考量市場機制不影響股價及顧及本公司資金規劃之有效運用，故未予以執行完畢。
8444,綠河-KY,107/11/08,3,1936253007.0,1000000.0,75.0,163.00,2018-11-09,2019-01-08,Y,1000000.0,1000000.0,100.0,103543932.0,103.54,1.34,
1784,訊聯,107/11/09,1,638280159.0,700000.0,18.0,35.00,2018-11-09,2019-01-08,Y,621000.0,180000.0,88.71,16334461.0,26.30,1.25,為兼顧市場機制不影響股價及員工認股意願，故未執行完畢。
3541,西柏,107/11/09,1,379581993.0,500000.0,45.0,80.00,2018-11-09,2019-01-08,Y,445000.0,445000.0,89.0,31090596.0,69.87,0.9,基於資金有效運用及維護股東權益並兼顧市場機制，本公司視股價波動及成交量變化狀況予以分批買回，故未執行完畢。
3580,友威科,107/11/09,1,288980292.0,500000.0,20.0,38.00,2018-11-12,2019-01-11,Y,491000.0,491000.0,98.2,13854846.0,28.22,1.24,本公司視股價變化採分批買回策略，為兼顧本公司股東權益及考量後續整體資金運用之效益，故未全數執行完畢，執行率為98.20%。
3684,榮昌,107/11/09,1,178300520.0,500000.0,25.0,35.00,2018-11-12,2019-01-11,Y,297000.0,,59.4,9087978.0,30.60,1.21,為維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況，採行分批買回策略，故未全數執行完畢。
4114,健喬,107/11/09,1,856179429.0,6000000.0,17.54,39.68,2018-11-12,2019-01-11,Y,5519000.0,,91.98,151976059.0,27.54,2.79,為維護整體股東權益，本公司視股價變化採分批買回策略，故未能執行完畢。
4735,豪展,107/11/09,1,150276214.0,1000000.0,31.0,48.00,2018-11-12,2019-01-11,Y,971000.0,483000.0,97.1,37066717.0,38.17,2.85,因兼顧市場機制、股東權益及考量股價變化，故未予以全部執行完畢。
6126,信音,107/11/09,3,124426000.0,5000000.0,7.5,13.80,2018-11-12,2019-01-11,Y,5000000.0,5000000.0,100.0,52518607.0,10.50,3.66,
6138,茂達,107/11/09,1,1182097351.0,1800000.0,41.0,80.00,2018-11-12,2019-01-11,Y,983000.0,983000.0,54.61,62046480.0,63.12,1.35,為兼顧市場機制，並維護整體股東權益，本公司視股價變化採分批買回，故本次未能執行完畢。
6143,振曜,107/11/09,3,1161563214.0,2000000.0,26.0,35.00,2018-11-12,2019-01-11,Y,274000.0,274000.0,13.7,9394360.0,34.29,0.33,為維護股東權益及兼顧市場機制，本公司視股價變化及成交量狀況，採分批買回策略，執行期間股價回穩，多數交易日最低成交價格超過買回價格上限，故未能執行完畢。
6435,大中,107/11/09,1,488190450.0,600000.0,64.0,110.00,2018-11-12,2019-01-11,Y,310000.0,310000.0,51.67,31557804.0,101.80,0.94,因兼顧市場機制不影響股價，本公司視股價變化及成交量狀況採分批買回，故未能執行完畢。
4744,皇將,107/11/12,1,442497110.0,1500000.0,25.0,42.00,2018-11-13,2019-01-12,Y,1288000.0,,85.87,41115544.0,31.92,2.77,為維護整體股東權益及考量資金運用效益，致未能執行完畢。
6603,富強鑫,107/11/12,1,512489627.0,3500000.0,10.0,17.30,2018-11-13,2019-01-12,Y,3440000.0,784000.0,98.29,42781155.0,12.44,2.35,"為兼顧市場機制及全體股東利益,故本次買回庫藏股未能執行完畢"
8088,品安,107/11/12,1,229717304.0,2000000.0,8.5,14.00,2018-11-13,2019-01-12,Y,2000000.0,2000000.0,100.0,25999425.0,13.00,3.28,
3272,東碩,107/11/13,1,1079801649.0,1500000.0,22.0,40.00,2018-11-14,2019-01-13,Y,1476000.0,,98.4,50678088.0,34.33,2.82,因股價超過申報買回區間價格，故未予以執行完畢
3498,陽程,107/11/13,1,2274153497.0,1000000.0,25.0,45.00,2018-11-14,2019-01-11,Y,600000.0,,60.0,21265499.0,35.44,0.93,基於維護股東權益並兼顧市場機制，公司視股價變化及成交量狀況採取分批買回策略，故未全數執行完畢
3672,康聯訊,107/11/13,1,160290625.0,700000.0,11.0,21.00,2018-11-14,2019-01-13,Y,700000.0,,100.0,10957672.0,15.65,2.11,
8431,匯鑽科,107/11/15,3,450082000.0,1000000.0,23.56,74.46,2018-11-19,2019-01-15,Y,351000.0,351000.0,35.1,12543240.0,35.74,0.78,為維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況，採行分批買回策略
2061,風青,107/11/23,1,28869539.0,1300000.0,8.5,11.00,2018-11-26,2019-01-24,Y,725000.0,,55.77,6994351.0,9.65,1.24,因買回期間成交量小，為兼顧市場機制不影響股價，公司視股價變化及成交量狀況採行分批買回策略，故未執行完畢。
6148,驊宏資,107/11/23,1,41337412.0,2000000.0,6.29,12.57,2018-11-26,2019-01-25,Y,2000000.0,1603757.0,100.0,19536086.0,9.77,2.97,
3522,御頂,107/11/29,1,594760468.0,2000000.0,20.0,30.00,2018-11-30,2019-01-29,Y,1502000.0,,75.1,42010167.0,27.97,2.07,為兼顧市場機制、考量員工未來認股意願，並考量後續資金運用之效益，故未予以執行完畢。
6015,宏遠證,107/12/03,3,338709636.0,6000000.0,5.0,9.00,2018-12-04,2019-01-30,Y,4500000.0,4500000.0,75.0,28184115.0,6.26,1.24,為兼顧市場機制，並維護股東權益，本公司視股價變化採分批買回，故本次買回庫藏股數量未達預定買回數量。
4162,智擎,107/12/07,1,2170035956.0,1000000.0,100.0,130.00,2018-12-10,2019-01-09,Y,1000000.0,,100.0,114836396.0,114.84,0.68,
4162,智擎,107/12/07,3,2170035956.0,1000000.0,100.0,130.00,2019-01-10,2019-01-30,Y,805000.0,805000.0,80.5,84331295.0,104.76,0.55,為兼顧市場機制及公司全體股東權益，並考量公司資金運用之效益，故未予以執行完畢。
5272,笙科,107/12/07,1,412983135.0,1500000.0,16.0,24.00,2018-12-10,2019-01-31,Y,751000.0,,50.07,14706017.0,19.58,1.3,本公司執行庫藏股買回期間，因交易量小，股價變化大，為顧及整體股東權益，未依原預定數量全數買回。
4128,中天,107/12/17,1,2175906624.0,20000000.0,13.0,15.00,2018-12-18,2019-02-17,Y,10030000.0,,50.15,142214413.0,14.18,2.36,本公司視股價變化及市場成交量狀況採行分批買回，買回期間逢國曆/農曆年節可買回天數少，實際買回數量達50.15%。
6016,康和證,107/12/21,3,892035735.0,20000000.0,6.0,10.00,2018-12-22,2019-02-20,Y,20000000.0,20000000.0,100.0,151272211.0,7.56,3.1,
8050,廣積,107/12/24,1,3417964734.0,2000000.0,35.0,50.00,2018-12-25,2019-02-24,Y,1530000.0,,76.5,60266360.0,39.39,0.87,執行期間因股價上下波動，限時、限價、限量交易等因素，致部份買單未能撮合成交而未能按預定數量全數買
4905,台聯電,107/12/26,3,3063290347.0,600000.0,43.0,97.50,2018-12-27,2019-02-26,Y,600000.0,600000.0,100.0,37019483.0,61.70,1.57,
3128,昇銳,107/12/27,1,140803608.0,1000000.0,10.5,16.00,2018-12-28,2019-02-27,Y,503000.0,,50.3,7324380.0,14.56,1.2,執行期間因股價上下波動，限時、限價、限量交易等因素，致部分買單未能撮合成交而未能按預定數量全數買回。
8941,關中,108/01/03,3,281474651.0,1000000.0,40.0,65.00,2019-01-04,2019-03-03,Y,863000.0,863000.0,86.3,44521085.0,51.59,3.32,基於資金有效運用及兼顧市場機制不影響股價，本公司視股價波動及成交量變化狀況予以分批買回，故未執行完畢
5489,彩富,108/01/11,1,1250105591.0,2000000.0,32.0,55.00,2019-01-14,2019-03-13,Y,1411000.0,,70.55,59298538.0,42.03,1.37,"為顧及股東權益及員工未來認股意願，因而未依原預定數量,完全執行完畢。"
8444,綠河-KY,108/01/11,1,1844069419.0,600000.0,75.0,159.00,2019-01-12,2019-03-11,Y,460000.0,,76.67,45149490.0,98.15,0.62,考量公司資金有效運用與未來員工認股意願，故未執行完畢。
4502,健信,108/01/16,1,284548156.0,100000.0,36.2,79.10,2019-01-17,2019-03-16,Y,100000.0,,100.0,5150370.0,51.50,0.21,
6126,信音,108/01/18,3,124426000.0,5000000.0,7.5,13.60,2019-01-19,2019-03-18,Y,3159000.0,3159000.0,63.18,33667412.0,10.66,2.32,因買回期間成交量小，為兼顧市場機制不影響股價，公司視股價變化及成交量狀況採行分批買回策略，故本次買回庫藏股未能執行完畢。
6015,宏遠證,108/01/31,3,338709636.0,4000000.0,5.0,9.00,2019-02-11,2019-03-06,Y,2000000.0,2000000.0,50.0,13349192.0,6.67,0.55,為兼顧市場機制，並維護股東權益，本公司視股價變化採分批買回，故本次買回庫藏股數量未達預定買回數量。
6441,廣錠,108/02/15,1,447905061.0,500000.0,31.0,65.00,2019-02-18,2019-04-17,Y,499000.0,499000.0,99.8,21667419.0,43.42,1.63,為維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況，採行分批買回策略，故未執行完畢
4972,湯石照明,108/02/26,1,679860260.0,1000000.0,25.0,45.00,2019-02-27,2019-04-26,Y,1000000.0,,100.0,33992152.0,33.99,2.5,
6015,宏遠證,108/03/07,3,338709636.0,2000000.0,5.0,9.00,2019-03-08,2019-05-07,Y,1000000.0,1000000.0,50.0,6633836.0,6.63,0.28,為兼顧市場機制，並維護股東權益，本公司視股價變化採分批買回，故本次買回庫藏股數量未達預定買回數量。
8472,夠麻吉,108/03/21,3,377392012.0,2000000.0,16.5,32.00,2019-03-22,2019-05-21,Y,1973000.0,1973000.0,98.65,55425300.0,28.09,9.71,基於維護股東權益並兼顧市場機制，公司視股價變化、成交量狀況及考量資金的有效運用分批買回，故未全數執行完畢。
3680,家登,108/03/23,1,685219000.0,3000000.0,25.0,35.00,2019-03-26,2019-05-25,Y,1500000.0,1051000.0,50.0,51076965.0,34.05,2.13,"本公司累計買回1,500,000股，考量交易期間股價已趨於穩定並偏買回區間價格上限，為兼顧市場機制不影響股價，故本次並未執行完畢。"
4128,中天,108/03/25,1,2175906624.0,10000000.0,13.0,14.00,2019-03-26,2019-05-25,Y,1881000.0,,18.81,26267096.0,13.96,0.44,買回期間市場價格多未落於可買回區間價格內，故實際執行買回數量比例為18.81%
4502,健信,108/04/29,1,242785388.0,100000.0,31.8,73.90,2019-04-30,2019-06-29,Y,100000.0,,100.0,4190465.0,41.90,0.21,
3171,新洲,108/05/03,1,127914242.0,3000000.0,10.0,14.50,2019-05-06,2019-07-05,Y,557000.0,,18.57,7975503.0,14.32,0.94,因本公司股價自董事會決議買回日起走升且接近申報買回區間價格上限，加上每日成交量不大，故未能執行完畢。
5230,雷笛克光學,108/05/07,3,814415186.0,1000000.0,20.0,43.00,2019-05-08,2019-07-05,Y,1000000.0,1000000.0,100.0,26269803.0,26.27,1.96,
5905,南仁湖,108/05/08,3,385774547.0,20000000.0,7.0,11.30,2019-05-09,2019-07-08,Y,14100000.0,14100000.0,70.5,119339875.0,8.46,6.91,為兼顧市場機制、股東權益，及考量後續資金運用之效益，故未執行完畢
6125,廣運,108/05/08,1,614352548.0,3000000.0,10.0,20.00,2019-05-09,2019-07-08,Y,2823000.0,2823000.0,94.1,39920557.0,14.14,1.13,基於資金有效運用及維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況予以適度買回，故未執行完畢。
6015,宏遠證,108/05/09,3,194384874.0,2000000.0,5.0,9.00,2019-05-10,2019-07-09,Y,2000000.0,2000000.0,100.0,12729104.0,6.36,0.56,
